This file is an ordered list of all 16bit choices for a miller-rabin base to use
in conjunction with base 2, when doing primality testing of a 64 bit value.
The list is sorted by how many 64 bit values are strong pseudoprimes to both of
the following bases: base[0]=2 and base[1]=the_listed_base_number.

total pseudoprimes   base number
1312823  5970
1312823  35176
1312823  31623
1312823  52228
1312823  16863
1312823  7963
1312823  54881
1312823  14942
1312823  25967
1312823  10783
1312823  13273
1312823  64193
1312823  40388
1312823  24967
1312823  49869
1312824  27589
1312824  62610
1312824  36434
1312824  44391
1312824  52572
1312824  42919
1312824  63007
1312824  49853
1312824  10097
1312824  28199
1312824  31244
1312824  1211
1312824  7854
1312824  50498
1312824  63773
1312824  44832
1312824  50662
1312824  42177
1312824  5272
1312824  12830
1312824  41854
1312824  6611
1312824  22475
1312824  60782
1312824  25766
1312824  838
1312824  19502
1312824  47077
1312824  46162
1312825  6389
1312825  54146
1312825  17644
1312825  3043
1312825  38741
1312825  59208
1312825  1364
1312825  3405
1312825  23268
1312825  8628
1312825  3006
1312825  60705
1312825  58698
1312825  33268
1312825  40702
1312825  39266
1312825  60596
1312825  20093
1312825  33213
1312825  42022
1312825  5897
1312825  60677
1312825  10085
1312825  58737
1312825  65071
1312825  46399
1312826  15181
1312826  61109
1312826  42213
1312826  45444
1312826  14069
1312826  65152
1312826  28537
1312826  32445
1312826  58208
1312826  32160
1312826  15173
1312826  63727
1312826  43213
1312826  62125
1312826  634
1312826  48090
1312826  40665
1312826  65346
1312826  16009
1312826  43595
1312826  58754
1312827  20310
1312827  63668
1312827  39007
1312827  31273
1312827  24587
1312827  42583
1312827  4126
1312827  36815
1312827  58544
1312827  11065
1312827  36409
1312827  49953
1312827  16485
1312827  1979
1312827  27924
1312827  31059
1312827  60700
1312827  34789
1312827  52931
1312827  6466
1312827  30130
1312827  9753
1312827  42895
1312827  28780
1312828  29477
1312828  58259
1312828  13465
1312828  63188
1312828  27082
1312828  56034
1312828  21916
1312828  46921
1312828  34299
1312828  14660
1312828  35043
1312828  53553
1312828  7215
1312828  23515
1312828  19654
1312828  1933
1312828  50586
1312828  59586
1312828  53996
1312828  17155
1312828  11933
1312828  32870
1312828  48096
1312828  25862
1312828  59390
1312828  40953
1312828  41591
1312828  58360
1312828  55257
1312828  64234
1312828  64204
1312828  27014
1312828  58817
1312828  47383
1312829  31775
1312829  24144
1312829  30181
1312829  62512
1312829  21035
1312829  28820
1312829  29720
1312829  2010
1312829  16624
1312829  23239
1312829  51566
1312829  15628
1312829  32925
1312829  49474
1312829  17430
1312829  18931
1312829  36290
1312829  579
1312829  24575
1312829  19070
1312830  38534
1312830  2802
1312830  19607
1312830  46525
1312830  63249
1312830  55325
1312830  60339
1312830  23997
1312830  20728
1312830  9659
1312830  53840
1312830  40042
1312830  33669
1312830  43360
1312830  46048
1312830  45019
1312830  35193
1312830  7391
1312830  12045
1312830  23096
1312831  35763
1312831  54301
1312831  39213
1312831  28251
1312831  20707
1312831  53191
1312831  43891
1312831  939
1312831  32602
1312831  15651
1312831  48688
1312831  59706
1312831  41470
1312831  38181
1312831  61995
1312831  16806
1312831  38918
1312831  34486
1312831  47459
1312831  9324
1312831  27871
1312831  7242
1312831  64864
1312831  29359
1312831  27795
1312831  12699
1312832  59142
1312832  42426
1312832  59217
1312832  8849
1312832  57704
1312832  38064
1312832  17181
1312832  50285
1312832  7379
1312832  52638
1312832  21376
1312832  50033
1312832  63459
1312832  27057
1312832  3365
1312832  39826
1312832  3659
1312832  14979
1312832  7430
1312832  40137
1312832  18026
1312832  19591
1312832  50732
1312832  16565
1312832  23298
1312833  29127
1312833  9599
1312833  17551
1312833  54741
1312833  49447
1312833  7214
1312833  23351
1312833  52270
1312833  14711
1312833  19275
1312833  18601
1312833  26787
1312833  40616
1312833  25556
1312833  29695
1312833  19386
1312833  39134
1312833  44744
1312833  4244
1312833  35320
1312833  30493
1312833  50618
1312833  20774
1312833  27477
1312834  33281
1312834  51724
1312834  17505
1312834  34030
1312834  21195
1312834  40014
1312834  31835
1312834  13649
1312834  26831
1312834  21804
1312834  8881
1312834  10223
1312834  31870
1312834  37945
1312834  46535
1312834  63788
1312834  48475
1312834  32901
1312834  53221
1312834  36629
1312834  7681
1312834  29049
1312834  45688
1312834  25869
1312835  13855
1312835  12981
1312835  55170
1312835  33901
1312835  7205
1312835  6036
1312835  50070
1312835  12706
1312835  29483
1312835  7570
1312835  47732
1312835  31593
1312835  22934
1312835  11714
1312835  8843
1312835  15713
1312835  43109
1312835  3676
1312835  15384
1312836  26681
1312836  19468
1312836  36881
1312836  53833
1312836  61283
1312836  36216
1312836  8040
1312836  36446
1312836  24001
1312836  8535
1312836  44530
1312836  31197
1312836  23272
1312836  27070
1312836  47878
1312836  41041
1312836  3638
1312836  37673
1312836  61406
1312836  27815
1312836  49612
1312836  50769
1312836  61699
1312836  39902
1312836  13233
1312836  23629
1312836  60915
1312836  7768
1312837  29364
1312837  4062
1312837  13067
1312837  48739
1312837  14498
1312837  446
1312837  4562
1312837  60868
1312837  64973
1312837  33798
1312837  59447
1312837  21824
1312837  45963
1312837  25033
1312837  15320
1312837  62679
1312837  49826
1312837  29566
1312837  61343
1312837  51374
1312837  18079
1312837  43234
1312837  6981
1312837  64845
1312837  14846
1312837  29972
1312837  17924
1312838  43570
1312838  63806
1312838  13382
1312838  31469
1312838  36709
1312838  31105
1312838  34430
1312838  8145
1312838  11364
1312838  42360
1312838  40853
1312838  64667
1312838  34852
1312838  11619
1312838  36248
1312838  30796
1312838  26005
1312838  61819
1312838  7341
1312839  51823
1312839  38456
1312839  15772
1312839  4936
1312839  59843
1312839  23878
1312839  55550
1312839  50811
1312839  64834
1312839  57155
1312839  44033
1312839  28340
1312839  24112
1312839  2173
1312839  11145
1312839  65110
1312839  11588
1312839  47164
1312839  23588
1312839  21791
1312839  56501
1312839  8252
1312839  46377
1312839  45365
1312840  20029
1312840  60708
1312840  12907
1312840  25802
1312840  6636
1312840  8692
1312840  15369
1312840  21842
1312840  38636
1312840  13620
1312840  13617
1312840  9622
1312840  59738
1312840  27579
1312840  52529
1312840  47725
1312841  60505
1312841  51417
1312841  54771
1312841  27914
1312841  33538
1312841  33181
1312841  11147
1312841  11590
1312841  29111
1312841  8774
1312841  62570
1312841  45222
1312841  65167
1312841  52171
1312841  32924
1312841  43185
1312841  52496
1312841  52254
1312841  19130
1312841  24296
1312841  36455
1312842  51335
1312842  30683
1312842  43915
1312842  62430
1312842  33231
1312842  30482
1312842  28818
1312842  43871
1312842  46238
1312842  54082
1312842  45774
1312842  12120
1312842  39183
1312843  45275
1312843  53741
1312843  23052
1312843  14972
1312843  20695
1312843  19707
1312843  41562
1312843  62034
1312843  23312
1312843  55921
1312843  16946
1312843  22265
1312843  28075
1312843  4021
1312843  14426
1312843  26130
1312843  44588
1312843  15495
1312843  11765
1312843  53357
1312843  57955
1312843  20542
1312843  20881
1312843  48603
1312843  43060
1312843  44283
1312843  50930
1312843  10676
1312844  18962
1312844  63463
1312844  24770
1312844  64184
1312844  55833
1312844  52499
1312844  43500
1312844  60370
1312844  46458
1312844  34402
1312844  57272
1312844  50914
1312844  34456
1312844  55267
1312844  33404
1312844  11249
1312844  10516
1312844  13243
1312844  41602
1312844  60180
1312844  25553
1312844  24173
1312844  4054
1312844  4183
1312844  55180
1312844  47107
1312844  21566
1312844  34512
1312845  19755
1312845  12771
1312845  41814
1312845  50411
1312845  41171
1312845  52113
1312845  34283
1312845  31541
1312845  25377
1312845  53484
1312845  11524
1312845  41314
1312845  11571
1312845  4526
1312845  15545
1312845  32935
1312845  50796
1312845  8779
1312845  64334
1312845  42704
1312845  45147
1312845  22489
1312845  2078
1312846  60977
1312846  14353
1312846  23075
1312846  16178
1312846  64402
1312846  60196
1312846  39973
1312846  46819
1312846  56463
1312846  45943
1312846  37825
1312846  59802
1312846  24227
1312846  51519
1312846  41884
1312846  50663
1312846  50061
1312846  6335
1312846  44580
1312847  9570
1312847  57973
1312847  31368
1312847  26039
1312847  11260
1312847  28968
1312847  20764
1312847  12204
1312847  22677
1312847  12918
1312847  11936
1312847  12971
1312847  3839
1312847  36806
1312847  15030
1312847  39544
1312847  42744
1312848  18875
1312848  36816
1312848  35396
1312848  57847
1312848  44205
1312848  62993
1312848  29512
1312848  18841
1312848  15652
1312848  56856
1312848  2841
1312848  9917
1312848  65409
1312848  21007
1312848  61655
1312848  55804
1312848  20287
1312849  7251
1312849  45102
1312849  28299
1312849  29899
1312849  18530
1312849  37256
1312849  63841
1312849  31830
1312849  40921
1312849  31043
1312849  55602
1312849  35870
1312849  4620
1312849  34107
1312849  64023
1312850  9835
1312850  3281
1312850  53619
1312850  8713
1312850  9165
1312850  53567
1312850  55496
1312850  56373
1312850  10590
1312850  10158
1312850  12797
1312850  5763
1312850  33858
1312850  39457
1312850  56094
1312850  38046
1312850  33972
1312850  54427
1312850  58816
1312850  48239
1312851  43199
1312851  26882
1312851  64026
1312851  50215
1312851  65047
1312851  50396
1312851  14590
1312851  29794
1312851  51002
1312851  50940
1312851  32416
1312851  56087
1312851  2379
1312851  3051
1312851  28274
1312851  48140
1312851  6623
1312851  51738
1312851  18913
1312851  28180
1312852  14007
1312852  44613
1312852  41208
1312852  33601
1312852  13109
1312852  16795
1312852  15542
1312852  10765
1312852  11833
1312852  52398
1312852  51649
1312852  18613
1312852  20229
1312852  51670
1312852  61863
1312852  44630
1312852  47822
1312852  16084
1312852  18089
1312852  1018
1312852  47247
1312852  32259
1312852  40051
1312852  57686
1312852  20154
1312853  12172
1312853  48771
1312853  44270
1312853  8825
1312853  10610
1312853  5917
1312853  16727
1312853  60048
1312853  35934
1312853  11380
1312853  47129
1312853  36873
1312853  44617
1312853  51656
1312853  59957
1312853  44356
1312853  33383
1312853  13218
1312854  25118
1312854  13405
1312854  44176
1312854  38239
1312854  14494
1312854  35165
1312854  8607
1312854  19661
1312854  17968
1312854  8657
1312854  55450
1312854  49450
1312854  334
1312854  15797
1312854  10388
1312854  47356
1312854  61476
1312854  65162
1312854  63479
1312855  63396
1312855  47170
1312855  62780
1312855  55700
1312855  54796
1312855  5029
1312855  50775
1312855  55109
1312855  18650
1312855  33341
1312855  26177
1312855  5451
1312855  17707
1312855  39021
1312855  63177
1312855  1507
1312855  38396
1312856  30928
1312856  59638
1312856  6515
1312856  26261
1312856  48942
1312856  15292
1312856  45520
1312856  27913
1312856  51212
1312856  8517
1312856  24698
1312856  37979
1312856  42852
1312856  49905
1312856  43883
1312856  13455
1312856  61729
1312856  48189
1312856  54481
1312856  21083
1312856  35116
1312856  63221
1312856  28376
1312856  7584
1312856  33084
1312856  48266
1312857  64095
1312857  25494
1312857  55053
1312857  18593
1312857  6163
1312857  53101
1312857  51572
1312857  37747
1312857  25097
1312857  12808
1312857  23019
1312857  21581
1312857  2597
1312857  12735
1312857  60880
1312857  25340
1312857  58231
1312857  37528
1312857  4867
1312857  13408
1312857  16046
1312857  56969
1312857  8411
1312857  37190
1312857  44933
1312858  61123
1312858  61062
1312858  1123
1312858  53013
1312858  48844
1312858  57682
1312858  42968
1312858  61412
1312858  59090
1312858  12803
1312858  35702
1312858  38905
1312858  59424
1312858  6262
1312858  34998
1312858  37296
1312858  40810
1312858  51999
1312859  32356
1312859  63509
1312859  13893
1312859  48816
1312859  54337
1312859  16925
1312859  11487
1312859  42827
1312859  20798
1312859  39244
1312859  63694
1312859  2157
1312859  36846
1312859  10742
1312859  28270
1312859  33850
1312859  11018
1312859  58879
1312859  31318
1312859  32579
1312859  3907
1312859  54395
1312859  18766
1312860  62626
1312860  53815
1312860  30719
1312860  52545
1312860  58579
1312860  57782
1312860  12186
1312860  13661
1312860  2301
1312860  20007
1312860  45583
1312860  7555
1312860  37892
1312860  28153
1312860  29560
1312860  61231
1312860  49184
1312860  22976
1312860  5621
1312860  4749
1312860  53786
1312860  56177
1312860  31072
1312860  41940
1312860  38762
1312860  51886
1312860  64999
1312860  23362
1312861  34121
1312861  54630
1312861  18631
1312861  41603
1312861  49015
1312861  2026
1312861  51965
1312861  5359
1312861  33248
1312861  61429
1312861  28904
1312861  31364
1312861  45283
1312861  31990
1312861  45127
1312861  54446
1312861  46154
1312861  9705
1312861  1436
1312861  25714
1312861  12599
1312861  44080
1312862  12055
1312862  16288
1312862  54114
1312862  21617
1312862  54109
1312862  54424
1312862  49036
1312862  20942
1312862  4807
1312862  58540
1312862  64522
1312862  46236
1312862  62619
1312862  14263
1312862  45559
1312862  62564
1312862  29421
1312862  41928
1312863  55657
1312863  27103
1312863  45666
1312863  41736
1312863  44554
1312863  33008
1312863  31814
1312863  60142
1312863  1942
1312863  59001
1312863  59076
1312863  52723
1312863  11834
1312864  11969
1312864  59556
1312864  12035
1312864  2845
1312864  55522
1312864  38878
1312864  55891
1312864  62746
1312864  64331
1312864  59832
1312864  49629
1312864  22305
1312864  37932
1312864  41205
1312864  11464
1312864  20313
1312864  16216
1312864  56835
1312864  62980
1312864  59652
1312864  29382
1312864  24337
1312864  15622
1312864  10770
1312864  5313
1312864  39796
1312864  30278
1312864  65097
1312865  24810
1312865  61359
1312865  39847
1312865  5277
1312865  24393
1312865  39739
1312865  37508
1312865  46110
1312865  20868
1312865  4965
1312865  12216
1312865  58220
1312865  22270
1312865  34513
1312865  51827
1312865  46159
1312865  61065
1312865  54596
1312865  55119
1312865  24752
1312865  25171
1312865  18104
1312866  9382
1312866  12084
1312866  12130
1312866  14669
1312866  9426
1312866  37621
1312866  60634
1312866  10114
1312866  53046
1312866  57711
1312866  17832
1312866  42202
1312866  32776
1312866  28599
1312866  51598
1312866  56751
1312866  7732
1312866  64336
1312866  10743
1312866  10866
1312866  29076
1312866  6806
1312866  52387
1312866  26669
1312866  32493
1312866  22031
1312866  22589
1312866  40337
1312866  56624
1312867  62753
1312867  5344
1312867  13874
1312867  64668
1312867  36895
1312867  44863
1312867  12906
1312867  50258
1312867  57561
1312867  19777
1312867  54136
1312867  3077
1312867  62901
1312867  46202
1312867  28048
1312867  40459
1312867  62101
1312867  61839
1312867  60714
1312867  43631
1312867  59982
1312867  46363
1312867  10987
1312867  44679
1312867  3901
1312867  20862
1312867  42869
1312868  3743
1312868  59830
1312868  40179
1312868  41570
1312868  59167
1312868  35160
1312868  15449
1312868  18024
1312868  49769
1312868  49817
1312868  59771
1312868  10302
1312868  60472
1312868  41057
1312868  30379
1312868  50765
1312868  24042
1312868  58685
1312868  41552
1312868  45129
1312868  63126
1312868  9473
1312869  20002
1312869  41407
1312869  5039
1312869  45997
1312869  2629
1312869  55988
1312869  35803
1312869  51164
1312869  49372
1312869  52712
1312869  45330
1312869  27471
1312869  65004
1312869  10969
1312869  54610
1312869  53738
1312869  7763
1312869  53383
1312869  2063
1312869  48281
